ID,Country,Brand,Type,Package,Rating
1461,KOR,Brand A,Katsuo Udon,Pack,4
1462,HKG,Brand B,E-Men Noodles Abalone Soup Flavor,Pack,3.8
1463,UK,Brand C,Kimchi Bowl Noodles Oriental Noodle With Soup Base,Cup,1.5
1464,TWN,Brand D,spicy Pad Thai Instant Noodles & Sauce,Pack,3.8
1465,USA,Brand E,Mini Instant Noodles Artificial Chicken Flavor,Cup,3.5
1466,JPN,Brand F,Pan Asian Kitchen Sukiyaki Beef Flavor Savory Soy Sauce Ramen Noodles,Pack,3.5
1467,PHL,Brand G,Special Instant Pancit Bihon With Kalamansi,Pack,3.3
1468,CAN,Brand A,Savory Ramen ,Cup,2.8
1469,IDN,Brand B,Korean Style Shrimp Flavour Cooking Noodle,Pack,4
1470,USA,Brand C,Spicy Flavor Tomato Ramen,Pack,5
1471,KOR,Brand D,Tomato & Basil Shio Ramen,Bowl,4.3
1472,JPN,Brand E,Fatafat Vegetable Flavor,Pack,4.3
1473,JPN,Brand F,Krrish Instant Noodles Chicken Flavor,Pack,4.3
1474,CHN,Brand G,Preeti Instant Noodles Chicken Soup Base,Pack,3.8
1475,IDN,Brand A,Selera Pedas Mi Rebus Hot Gulai Flavor,Pack,4.8
1476,UK,Brand B,Taste Sensation Instant Noodles Curry Flavour,Pack,3.8
1477,CAN,Brand C,Kimchi Bowl Noodles Oriental Noodle With Soup Base,Bowl,2.8
1478,USA,Brand D,spicy Pad Thai Instant Noodles & Sauce,Tray,4.3
1479,JPN,Brand E,Mini Instant Noodles Artificial Chicken Flavor,Pack,5
1480,USA,Brand F,Pan Asian Kitchen Sukiyaki Beef Flavor Savory Soy Sauce Ramen Noodles,Tray,3.8
1481,IDN,Brand A,Vegetarian Fried Noodles (Mie Goreng),Pack,4
1482,KOR,Brand B,Samyang Ramyun (SK Version),Cup,3.5
1483,THA,Brand C,Oriental Style Instant Kua-Chap Clear Soup,Pack,3.8
1484,CHN,Brand D,Korean Style Stew Beef Cooking Noodle,Pack,3.3
1485,KOR,Brand E,Gonghwachun Jjajangmyun,Pack,4.5
1486,IDN,Brand F,Spaghetti With Bolognese Sauce,Box,4.3
1487,CHN,Brand G,Spicy Beef,Cup,3.5
1488,HKG,Brand A,Demae Ramen Kimchi Flavour Instant Noodle With Soup Base,Bowl,3.5
1489,JPN,Brand B,Raoh Rich Soy Sauce With Roast Pork (2 Slices),Bowl,4.5
1490,KOR,Brand C,Doong Ji Authentic Korean Cold Noodles With Chili Sauce,Tray,5
1491,CAN,Brand D,Instant Noodles Chicken Flavour,Pack,3.5
1492,JPN,Brand E,Ippei-chan Yomise No Yakisoba Teriyaki Mayo Flavor,Tray,5
1493,UK,Brand F,Super Noodles Mild Mexican Chilli,Pack,3
1494,IDN,Brand G,Spicy Chicken Mi Instan Cup,Cup,4.3
1495,EST,Brand A,Instant Noodles With Chicken Flavour Broth,Pack,3.8
1496,EST,Brand B,Instant Noodles With Beef Flavour Broth,Pack,3.3
1497,IDN,Brand C,Low Fat Noodles Hainan Chicken,Pack,3.8
1498,TWN,Brand D,Homely Dried Noodles - Sesame Pate,Pack,3.8
1499,TWN,Brand E,Tachia Noodles - Hot & Spicy Sauce,Pack,3.5
1500,TWN,Brand F,Tachia Dried Noodles - Fried Shallot,Pack,3.3
1501,TWN,Brand A,Thin Noodles - Sesame Oil,Pack,4.3
1502,TWN,Brand B,Hakka Flat Noodles - Satay Sauce,Pack,4.5
1503,TWN,Brand C,Tachia Dried Noodles - Rou Zhou Meat Sauce,Pack,5
1504,TWN,Brand D,Homely Dried Noodles - Original Flavor ,Pack,4
1505,TWN,Brand E,Dried Noodles - Spicy Sauerkraut,Pack,3.3
1506,TWN,Brand F,Hakka Flat Noodles - Fried Bean Sauce,Pack,4.3
1507,TWN,Brand G,Tachia Dried Noodles - Peppery,Pack,3.8
1508,MYS,Brand A,Penang White Curry Noodle,Pack,5
1509,UK,Brand B,IDNn Curry Flavour,Pack,3
1510,VNM,Brand C,Hao Hao Mi Goreng Shrimp & Onion Flavour,Pack,3.5
1511,CAN,Brand D,Noodles In A Cup Chicken Simulated Flavour,Cup,1.5
1512,JPN,Brand E,GooTa Demi Hamburg-Men,Cup,4.8
1513,IDN,Brand F,Mi Goreng Cabe Ijo,Pack,4.5
1514,TWN,Brand G,Aloe Noodle Sesame Sauce,Pack,3.3
1515,TWN,Brand A,Black Eyed Beans Noodle Basil Sauce & Sesame Sauce,Pack,3.5
1516,TWN,Brand B,Aloe Noodle Vegetable Sauce,Pack,5
1517,TWN,Brand C,Black Eyed Beans Noodle Spicy Soybean Sauce & Sesame Sauce,Pack,3.8
1518,TWN,Brand D,Aloe Noodle Red Onion & Sesame Sauce,Pack,5
1519,TWN,Brand E,Black Eyed Beans Noodle Vegetable Sauce & Sesame Sauce,Pack,3.8
1520,TWN,Brand F,Aloe Noodle With Basil Sauce,Pack,5
1521,TWN,Brand A,Pollen Noodles Sesame Sauce & Soy Sauce,Pack,4.3
1522,TWN,Brand B,Black Eyed Bean Noodle Red Onion Sauce & Sesame Sauce,Pack,3.8
1523,TWN,Brand C,Aloe Noodle With Spicy Soybean Sauce,Pack,4
1524,JPN,Brand D,Raoh Soy Sauce Taste,Pack,4
1525,KOR,Brand E,Premium Noodle House Pork & Seafood Flavor,Pack,4
1526,JPN,Brand F,Raoh Rich Miso Flavor,Bowl,5
1527,SGP,Brand G,Oriental Instant Noodles Stir Fried Noodles,Pack,3.8
1528,JPN,Brand A,Cup Noodle Red Shock,Cup,3.8
1529,USA,Brand B,1 Step-1 Minute Asian Noodles Pad Thai,Pack,3.5
1530,USA,Brand C,1 Step-1 Minute Asian Noodles Kung Pao,Pack,4.3
1531,USA,Brand D,1 Step-1 Minute Asian Noodles Mushroom Lo Mein,Pack,4
1532,USA,Brand E,1 Step-1 Minute Asian Noodles Thai Basil,Pack,3.8
1533,USA,Brand F,1 Step-1 Minute Asian Noodles Lemongrass Ginger,Pack,3.8
1534,USA,Brand G,1 Step-1 Minute Asian Noodles Toasted Sesame,Pack,4
1535,USA,Brand A,Happy Pho VNMese Brown Rice Noodle Soup Garlic Goodness,Pack,3.8
1536,MYS,Brand B,Oriental Noodles Curry Flavour,Pack,3.3
1537,TWN,Brand C,Dry Noodle Mandarin Noodle - Original Sauce,Pack,4
1538,TWN,Brand D,Dry Noodle Hakka Noodle - Spicy Sesame Oil Sauce,Pack,3.5
1539,TWN,Brand E,Dry Noodle Mandarin Noodle - Onion Oil Sauce,Pack,5
1540,TWN,Brand F,Dry Noodle QQ Thin Noodle - BBQ Sauce,Pack,5
1541,TWN,Brand A,No. 10 Mandarin Noodle - Black Pepper Sauce,Pack,3.8
1542,TWN,Brand B,Dry Noodle Tainan Noodle - Sesame Sauce,Pack,4
1543,TWN,Brand C,Dry Noodle Hakka Noodle - Chili Sauce,Pack,4.3
1544,JPN,Brand D,Seimen JPNese Instant Ramen Noodles Soy Sauce Taste,Pack,3.8
1545,HKG,Brand E,JPNese Pork Bone Flavour Quick Serve Macaroni,Pack,3
1546,CAN,Brand F,Bowl Beef Simulated Flavor,Bowl,2
1547,KOR,Brand G,Cheese Bokki,Cup,3.5
1548,JPN,Brand A,Yakisoba Noodle,Tray,4
1549,USA,Brand B,Stir Fry Noodles JPNese Style Noodles With Sauce,Pack,4
1550,USA,Brand C,Chow Mein Chicken,Tray,3.5
1551,CHN,Brand D,Shin Ramyun Noodle Spicy Mushroom,Bowl,3.3
1552,CHN,Brand E,Rice Vermicelli Satay Chicken,Pack,3
1553,CHN,Brand F,Potato Pork Ramyun,Pack,5
1554,UK,Brand G,Instant Noodles Super Chow Mein,Pack,4
1555,CAN,Brand A,Instant Noodles Vegetable Flavour,Pack,1
1556,USA,Brand B,Bowl Hot & Spicy Shrimp Flavor Ramen Noodles With Vegetables,Bowl,4.3
1557,JPN,Brand C,Chanponmen,Pack,4.3
1558,KOR,Brand D,Dare You Habanero Jjamppong,Pack,4
1559,CHN,Brand E,Korean Style Spicy Shrimp Noodle Soup,Bowl,3.5
1560,TWN,Brand F,Spicy Sichuan Flavor Instant Noodle,Bowl,3.5
1561,CAN,Brand A,Instant Noodles In A Cup Spicy Chicken,Cup,2.3
1562,JPN,Brand B,King Cup Noodle BBQ Chicken & Onion,Cup,3.8
1563,THA,Brand C,Authentic Thai Cuisine Pad Thai,Pack,4
1564,KOR,Brand D,Premium Noodle House Don Ramyun,Pack,4
1565,KOR,Brand E,60 Ingredients Assorted Vegetable SK Version,Pack,3.8
1566,KOR,Brand F,Nagasaki Crab Jjampong,Pack,5
1567,KOR,Brand G,Buldalk Bokkeummyeon (Hot Fried Chicken Ramyun),Pack,4
1568,KOR,Brand A,Yukgaejang Beef Ramyun,Bowl,4
1569,KOR,Brand B,Bajirak Kalgugsu,Pack,3.8
1570,KOR,Brand C,Hot Chacharoni,Pack,3.8
1571,KOR,Brand D,Premium Noodle House Tofu Fried Noodle,Pack,3.5
1572,KOR,Brand E,Samyang Ramyun,Pack,4.5
1573,KOR,Brand F,Premuim Noodle House Crab Jjampong,Pack,5
1574,KOR,Brand G,Beef Flavor Ramyun (SK Version),Pack,4.3
1575,KOR,Brand A,Nagasaki Jjampong,Bowl,4.8
1576,KOR,Brand B,Kimchi Ramyun (SK Version),Pack,4
1577,KOR,Brand C,Ganjjampong,Pack,4.3
1578,KOR,Brand D,Sutah (SK Version),Pack,3.8
1579,USA,Brand E,Big Cup Noodles Habanero Lime Chicken Flavor Ramen Noodle Soup,Cup,3.5
1580,USA,Brand F,Oriental Style Ramen Noodle Soup,Pack,2.8
1581,JPN,Brand A,King Spa Oh Peperoncino Spaghetti (日清生タイプSpa王 ペペロンチーノ),Bowl,4.3
1582,VNM,Brand B,Chicken Ramen,Pack,3.5
1583,NLD,Brand C,Good Noodles Oosterse Kip (Oriental Chicken),Pack,3.5
1584,USA,Brand D,Bowl Hot & Spicy Chicken Flavor Ramen Noodles With Vegetables,Bowl,4
1585,CHN,Brand E,Korean Style Spicy Beef Noodle Soup,Bowl,3.8
1586,CAN,Brand F,Instant Noodles In A Cup Oriental,Cup,2
1587,KOR,Brand G,Sesame Flavor Noodle Bowl,Bowl,3.5
1588,HKG,Brand A,Demae Ramen Sesame Oil Flavour Noodles With Soup Base,Bowl,4.5
1589,POL,Brand B,Barszcz czerwony (Borscht),Pack,4
1590,CHN,Brand C,Chicken Flavour,Bowl,2.8
1591,THA,Brand D,Artificial Pork Flavour,Pack,3
1592,USA,Brand E,Chow Mein Spicy Teriyaki Beef,Tray,4.5
1593,CAN,Brand F,Bowl Spicy Chicken Simulated Flavour,Bowl,2
1594,KOR,Brand G,1 Step-1 Minute Asian Noodles Pad Thai,Pack,3.5
1595,USA,Brand A,1 Step-1 Minute Asian Noodles Kung Pao,Tray,4.3
1596,UK,Brand B,1 Step-1 Minute Asian Noodles Mushroom Lo Mein,Cup,1.5
1597,KOR,Brand C,1 Step-1 Minute Asian Noodles Thai Basil,Cup,4.5
1598,JPN,Brand D,1 Step-1 Minute Asian Noodles Lemongrass Ginger,Pack,4.3
1599,USA,Brand E,1 Step-1 Minute Asian Noodles Toasted Sesame,Bowl,4
1600,UK,Brand F,Instant Noodles Beef,Pack,3
1601,THA,Brand A,Tom Yum Shrimp Flavour,Pack,3.3
1602,NLD,Brand B,Sate,Pack,3.5
1603,SGP,Brand C,SGP Laksa La Mian,Pack,5
1604,SGP,Brand D,SGP Curry La Mian,Pack,5
1605,USA,Brand E,Pan Asian Kitchen Spicy Pad Thai,Tray,2.8
1606,KOR,Brand F,Gonghwachun Jjamppong,Pack,4
1607,POL,Brand G,Ogorkowa,Pack,3.3
1608,AUS,Brand A,SGP Soft Noodles,Pack,2.8
1609,KOR,Brand B,Jong-Gah-Jip Kimchi Ramen,Pack,4
1610,UK,Brand C,Go Noodles Thai Hot & Spicy Tom Yum,Cup,1
1611,USA,Brand D,Ramen Shoyu Flavor,Tray,5
1612,USA,Brand E,Tantanmen Spicy Sesame (Mild),Tray,3.8
1613,USA,Brand F,Ramen Miso Flavor,Tray,5
1614,USA,Brand G,Saimin,Pack,4
1615,USA,Brand A,Cold Ramen Soy Sauce Vinaigrette,Tray,4
1616,USA,Brand B,Nama Soba Buckwheat Noodle,Tray,4
1617,USA,Brand C,Ramen Pork Flavor,Tray,5
1618,USA,Brand D,Yakisoba,Pack,4.5
1619,JPN,Brand E,Donbei Tensoba,Bowl,4
1620,KOR,Brand F,Spaghetti Ramen,Bowl,4.5
1621,UK,Brand A,Chilli Beef Flavour,Cup,2.3
1622,USA,Brand B,Ramen House Spicy Chicken Ramen,Pack,4
1623,CHN,Brand C,Spinach With Organic Noodles,Pack,3
1624,USA,Brand D,Soup Bowl Chinese Chicken,Bowl,4.3
1625,USA,Brand E,Noodle Express Spicy Szechuan,Tray,2
1626,USA,Brand F,Soup Bowl VNMese Pho,Bowl,4
1627,USA,Brand G,Noodle Express Teriyaki,Tray,3
1628,USA,Brand A,Soup Bowl KORn Kimchi,Bowl,4.5
1629,USA,Brand B,Ramen House Spring Vegetable Ramen,Pack,4
1630,USA,Brand C,Noodle Express Chinese Chow Mein,Tray,3.8
1631,JPN,Brand D,Raoh Backfat Rich Soy Sauce Flavor,Bowl,5
1632,UK,Brand E,Mr. Chu’s Golden Noodle No. 7 Sticky Rib,Cup,3.3
1633,USA,Brand F,Bowl Noodle Soup Spicy Seafood Flavor (New Version),Bowl,4.3
1634,AUS,Brand G,Chow Mein Soft Noodles,Pack,2.8
1635,USA,Brand A,Bowl Noodles Hot & Spicy Super Picante,Bowl,3.3
1636,JPN,Brand B,ARCHE Naturküche Ramen Mit Ingwer,Pack,3.3
1637,JPN,Brand C,Soy Sauce Ramen,Bowl,4.3
1638,JPN,Brand D,100% Vegetarian Soy Sauce Flavor,Pack,4.3
1639,JPN,Brand E,Sesame Noodles,Pack,5
1640,JPN,Brand F,Miso Ramen,Bowl,4
1641,JPN,Brand A,ARCHE Naturküche JPNische Nudelsuppe,Pack,3.3
1642,JPN,Brand B,Soy Sauce Ramen,Pack,4.8
1643,UK,Brand C,Sweet & Spicy,Cup,3.5
1644,POL,Brand D,Pomidorowa (Mild Tomato),Pack,4
1645,KOR,Brand E,Kiss Myon,Cup,3.8
1646,UK,Brand F,Instant Noodles Chicken ,Pack,3.5
1647,AUS,Brand G,Hot & Spicy 2 Minute Noodles,Pack,3.5
1648,USA,Brand A,Yakisoba Jalapeno Cheddar,Tray,4
1649,USA,Brand B,Dr. McDougall's Vegan Chicken Ramen,Cup,1.8
1650,UK,Brand C,Jamaican Jerk!,Cup,2.8
1651,THA,Brand D,Oriental Style Instant Noodles (Dry method),Pack,3
1652,POL,Brand E,Zurek,Pack,3.3
1653,CHN,Brand F,E-men Lobster Soup,Pack,3.3
1654,UK,Brand G,Go Noodles Chicken Special,Pack,3.8
1655,THA,Brand A,Sour Soup Flavor,Pack,3.5
1656,UK,Brand B,Sweet & Sour,Cup,3.8
1657,USA,Brand C,Yakisoba Four Cheese,Tray,3.8
1658,THA,Brand D,Shrimp (TOM YUM),Pack,3.8
1659,USA,Brand E,Mild Tonkotsu,Pack,5
1660,USA,Brand F,Beef,Cup,3.5
1661,USA,Brand A,Jinjja Jinjja Flamin' Hot & Nutty,Pack,5
1662,KOR,Brand B,Kokomen Spicy Chicken,Cup,4.5
1663,KOR,Brand C,Namja Ramen (USA version),Pack,5
1664,CHN,Brand D,dried Mix Noodles Soya Bean Paste,Tray,3.8
1665,USA,Brand E,35% Less Sodium Beef,Cup,3.5
1666,VNM,Brand F,Good Artificial Minced Pork Bean Vermicelli,Pack,3.8
1667,CHN,Brand G,Dried Mix Noodles Artificial Spicy Pork,Tray,4
1668,KOR,Brand A,Kokomen Spicy Chicken,Bowl,4.8
1669,MYS,Brand B,VegeMee Vegetarian Flavour,Pack,2.8
1670,KOR,Brand C,Dare You! Habanero Ramen,Pack,3.8
1671,USA,Brand D,35% Less Sodium Chicken,Pack,3.8
1672,MYS,Brand E,LadMee Hot Pepper,Pack,3.5
1673,THA,Brand F,Shitake Mushroom Vernicalli,Bowl,1.3
1674,KOR,Brand G,Jjajang Bokki,Bowl,3.5
1675,USA,Brand A,Hot & Spicy Udon,Pack,3
1676,USA,Brand B,35% Less Sodium Beef,Pack,3.5
1677,KOR,Brand C,Tempura Udon Flavor Cup Ramyun,Cup,4.5
1678,VNM,Brand D,Good Chicken Abalone Bean Vermicelli,Pack,3.3
1679,JPN,Brand E,Seafood Flavor JPNese Noodles,Bowl,4.3
1680,THA,Brand F,Casserole Beef Flavour,Pack,3.5
1681,JPN,Brand A,Ramen Shop Sapporo Miso,Pack,4
1682,KOR,Brand B,Spicy Shrimp Cup Ramyun,Cup,4.3
1683,USA,Brand C,Instant Lunch Shrimp,Cup,3.8
1684,USA,Brand D,Top Ramen Cucharealo Habanero Shrimp,Pack,3.8
1685,KOR,Brand E,Namja Ramyun,Bowl,4.3
1686,IDN,Brand F,Kriuuk Bawang,Pack,4.3
1687,USA,Brand G,Original Flavor,Cup,3.5
1688,KOR,Brand A,Neoguri Spicy Seafood,Cup,4
1689,MYS,Brand B,Kari 365 Curry Flavour,Pack,5
1690,USA,Brand C,Vegetable Instant Noodle soup,Cup,3.3
1691,JPN,Brand D,Ippei-chan Yomise-No Yakisoba Oriental,Tray,4.8
1692,KOR,Brand E,Rice Noodle With Seafood Flavored Soup,Tray,3.5
1693,THA,Brand F,Pho Bo Beef Flavour Rice Stick,Bowl,3.3
1694,IDN,Brand G,Rasa Ayam Bawang,Pack,3.5
1695,USA,Brand A,Instant Lunch Chicken,Cup,3.5
1696,FJI,Brand B,Chow Tomato ,Pack,4.3
1697,CHN,Brand C,Crystal Noodles Savory Shoyu,Cup,1.5
1698,FJI,Brand D,Chow Masala,Pack,4
1699,VNM,Brand E,Good Tomyum Kung Bean Vermicelli,Pack,3.5
1700,IDN,Brand F,Sedaaap Mi Goreng,Pack,5
1701,KOR,Brand A,Rice Noodle With Kimchi Flavored Soup,Tray,3
1702,KOR,Brand B,Bowl Noodle Shrimp Flavor,Bowl,3.3
1703,IDN,Brand C,Selera Pedas Hot Tomato Soup Flavor,Pack,4.5
1704,VNM,Brand D,Hao Hao Mushroom,Pack,2.8
1705,VNM,Brand E,Mushroom Flavor Ramen Noodles,Pack,3.5
1706,USA,Brand F,Rich Shoyu Ramen,Pack,4
1707,USA,Brand G,Nagasaki Sara Udon Chicken ,Pack,4.3
1708,USA,Brand A,Cold Noodles With Lemon Soy Dressing,Pack,4
1709,USA,Brand B,Tonkotsu-Shoyu Rich Pork Flavor Ramen,Pack,4.8
1710,USA,Brand C,Miso Ramen Rich Sapporo Miso,Pack,5
1711,USA,Brand D,Miso Ramen - Mild,Pack,4
1712,USA,Brand E,Shio Ramen Seafood Mild,Pack,4.5
1713,IDN,Brand F,GoBang,Pack,5
1714,KOR,Brand G,Rice Noodle With Hot & Spicy,Tray,3.3
1715,CHN,Brand A,KORn Style Seafood,Cup,2.8
1716,KOR,Brand B,Rice Topokki,Bowl,5
1717,USA,Brand C,Top Ramen Short Cuts Lime Chili,Pack,3.8
1718,USA,Brand D,Shin Bowl (New),Bowl,4.3
1719,IDN,Brand E,Soto Koya Pedasss,Pack,3.3
1720,THA,Brand F,Artificial Chicken Rice Vermicelli,Bowl,2.5
1721,JPN,Brand A,Nabeyaki Udon,Bowl,3.5
1722,VNM,Brand B,Viet Rice Noodles Chicken,Pack,3.5
1723,USA,Brand C,Chapagetti,Bowl,5
1724,CHN,Brand D,Artificial Hot & Sour Shrimp,Pack,4
1725,IDN,Brand E,Mi Keriting Rasa Ayam Bawang,Pack,3.8
1726,VNM,Brand F,Good Chicken Bean Vermicelli,Pack,3.3
1727,KOR,Brand G,Katsuobushi Udon,Bowl,3.8
1728,IDN,Brand A,Rasa Coto Makassar,Pack,4
1729,CHN,Brand B,Mianba,Pack,4
1730,THA,Brand C,Stewed Duck,Cup,3
1731,TWN,Brand D,Chinese Spices Tong Tsai Bean Vermicelli,Pack,3.5
1732,IDN,Brand E,Special Fried Curly Noodle (Local),Pack,5
1733,USA,Brand F,Top Ramen Short Cuts Roast Chicken,Pack,4.3
1734,VNM,Brand G,Hao Hao Mi Chay Vegetarian,Pack,3.3
1735,CHN,Brand A,Artificial Pickled Cabbage Fish,Pack,2.8
1736,USA,Brand B,Imitation Chicken Vegetarian,Cup,3.8
1737,IDN,Brand C,Rasa Mi Cakalang,Pack,4.5
1738,KOR,Brand D,Seafood Vermicelli Anchovy,Bowl,4.3
1739,THA,Brand E,Mushroom Vegetarian,Bowl,4.8
1740,VNM,Brand F,Bestcook Hot & Sour Shrimp,Bowl,4.3
1741,CHN,Brand A,Crystal Noodles Hot & Sour,Bowl,3.5
1742,KOR,Brand B,RaUdong Unfried Noodle With Kimchi,Bowl,4.5
1743,IDN,Brand C,Sedaaap Mi Kuah Rasa Kari Ayam,Pack,4
1744,CHN,Brand D,Artificial Pork Ribs,Bowl,3.5
1745,USA,Brand E,Top Ramen Short Cuts Chicken,Pack,4
1746,USA,Brand F,Top Ramen Cucharealo Tomato Chicken,Pack,3.5
1747,CHN,Brand G,KORn Style Spicy Pork,Cup,3.5
1748,JPN,Brand A,Sansai Soba Edible Wld Plant,Bowl,3.3
1749,VNM,Brand B,Mi Kim Chee,Pack,3.8
1750,KOR,Brand C,Doong Ji Cold Noodle Chilled Broth,Pack,4.3
1751,MYS,Brand D,2 Minute Noodles Perencah Asam Laksa,Pack,4
1752,USA,Brand E,Top Ramen Short Cuts Beef,Pack,3.5
1753,CHN,Brand F,Artificial Stew Beef,Bowl,3.8
1754,KOR,Brand G,Chapagetti (KORn),Pack,4
1755,CHN,Brand A,Stir Rice Vermicelli SGPan Laksa,Tray,3.8
1756,KOR,Brand B,Mild Bean Curd Stew,Cup,2
1757,IDN,Brand C,Soto Koya Gurih,Pack,4
1758,USA,Brand D,Top Ramen Cucharealo Picante Chicken,Pack,4.5
1759,VNM,Brand E,Mi Chay Vegetarian,Pack,3.5
1760,CAN,Brand F,Shrimp,Pack,2.5
1761,IDN,Brand A,Mi Goreng Kriuuk Pedas,Pack,3.8
1762,THA,Brand B,Vegetarian,Pack,3.5
1763,CHN,Brand C,Mee Goreng Dry Ramen Noodles,Pack,3.8
1764,VNM,Brand D,Instant Porridge Chicken,Pack,3.3
1765,JPN,Brand E,Seven & I Shoyu,Cup,4.5
1766,KOR,Brand F,Kko Kko Myun King Cup,Bowl,4.8
1767,KOR,Brand G,Seolleongtangmyeon,Pack,3.5
1768,KOR,Brand A,Rabokki,Pack,4.8
1769,KOR,Brand B,Namja,Pack,5
1770,JPN,Brand C,Shoyu,Cup,3.3
1771,KOR,Brand D,Bibim Men Cucumber,Pack,5
1772,KOR,Brand E,Kokomen Spicy Chicken,Pack,5
1773,KOR,Brand F,Speed King Bowl (Prototype),Bowl,3.5
1774,CHN,Brand G,Potatoes & Stewed Beef,Pack,5
1775,THA,Brand A,Tom Yum Shrimp Rice Stick,Bowl,3.8
1776,JPN,Brand B,Tempura Soba,Pack,4
1777,IDN,Brand C,Sedaaap Mi Kuah Rasa Soto,Pack,4
1778,TWN,Brand D,Bowl Ramen Shrimp,Bowl,3.8
1779,VNM,Brand E,Oh! Ricey Phnom Penh Rice Noodle,Pack,3.8
1780,CHN,Brand F,Stewde Chicken Of Mushroom,Cup,3.3
1781,IDN,Brand A,Beef,Pack,3.5
1782,CAN,Brand B,Spicy Chicken,Pack,2
1783,CHN,Brand C,Spicy Beef,Pack,3.8
1784,CAN,Brand D,Vegetable,Pack,1.8
1785,IDN,Brand E,Selera Pedas Mi Goreng Hot Chicken Lemon,Pack,4.3
1786,KOR,Brand F,Neoguri Mild (KOR),Pack,4
1787,THA,Brand G,Vegetarian Tom Yum,Bowl,3.5
1788,IDN,Brand A,Super Rasa Ayam Bawang,Pack,4
1789,KOR,Brand B,Hot Spicy Bowl With Soy Peptide,Bowl,3.5
1790,JPN,Brand C,Super Big Ramen Soy Sauce,Bowl,1.3
1791,THA,Brand D,Abalone Chicken,Cup,1.8
1792,CHN,Brand E,Premium Taste Roasted Beef,Bowl,4
1793,IDN,Brand F,Isi 2 Mi Goreng Rasa Ayam Kecap,Pack,4.5
1794,VNM,Brand G,Hot Sour Shrimp,Pack,3.8
1795,CAN,Brand A,Chicken,Pack,3
1796,USA,Brand B,Bowl Noodle Savory Chicken (New),Bowl,4.3
1797,CHN,Brand C,KORn Style Pork,Cup,3
1798,ARE,Brand D,Vegetable,Pack,3.8
1799,VNM,Brand E,Kingcook Vegetable,Pack,3
1800,CHN,Brand F,Red Oil Dan Dan,Tray,2.8
1801,IDN,Brand A,Soto Koya Jeruk Nipis,Pack,4.8
1802,CAN,Brand B,Spicy Beef,Pack,1.8
1803,USA,Brand C,Bowl Noodle Spicy Chicken (New),Bowl,4.5
1804,JPN,Brand D,Super Big Ramen Tonkotsu,Bowl,1
1805,THA,Brand E,Shiitake & Soy Sauce,Pack,1.5
1806,IDN,Brand F,GoKar,Pack,4
1807,TWN,Brand G,100 Beef With Sauerkraut,Pack,4.8
1808,KOR,Brand A,Ramen E Ramen White Broth,Pack,5
1809,CAN,Brand B,Beef,Pack,3
1810,IDN,Brand C,Isi 2 Rasa Soto,Pack,3.5
1811,CHN,Brand D,Cai Lin Ji Dry Noodles,Tray,3.3
1812,USA,Brand E,Cup Noodles Salsa Picante Chicken,Cup,3
1813,USA,Brand F,Bowl Noodle Savory Shrimp (New),Bowl,3.3
1814,VNM,Brand G,Kingcook Beef,Pack,3
1815,KOR,Brand A,Jin Ramen (Mild) (Import),Pack,3.5
1816,IDN,Brand B,Mi Goreng Kriuuk Ayam,Pack,3.8
1817,MYS,Brand C,Express Cup Curry,Cup,2.5
1818,CAN,Brand D,Oriental,Pack,2.8
1819,IDN,Brand E,Isi 2 Rasa Kari spesial,Pack,3.8
1820,CHN,Brand F,Seafood,Bowl,3
1821,IDN,Brand A,Rasa Sup Sayuran Vegan,Pack,2.3
1822,THA,Brand B,TVP Stewed Pork,Bowl,3.5
1823,USA,Brand C,Bowl Noodle Hot & Spicy Beef (New),Pack,3.5
1824,IDN,Brand D,Mi Kuah Rasa Ayam Bawang,Pack,4
1825,HKG,Brand E,Chicken,Pack,3.5
1826,USA,Brand F,Cup Noodles Shrimp Picante Style,Cup,3.3
1827,THA,Brand G,Oriental,Bowl,0.3
1828,THA,Brand A,Mushroom Vegetarian,Bowl,1.8
1829,THA,Brand B,Beef Pho,Bowl,3.8
1830,IDN,Brand C,Kuah Rice Noodles,Pack,4.5
1831,KOR,Brand D,Seafood Noodle Cup,Bowl,3.5
1832,IDN,Brand E,2 Minute Noodles Tricky Tomato,Pack,3.3
1833,TWN,Brand F,Kimchi Pickle Bean Vermicelli,Pack,1.5
1834,USA,Brand G,Garlic Vegetable Rice Noodle,Pack,3.5
1835,USA,Brand A,Big Cup Noodles Roast Chicken,Cup,3.3
1836,USA,Brand B,Bowl Noodle Savory Lobster (New),Bowl,3.8
1837,CHN,Brand C,Artificial Stew Pork,Bowl,3.3
1838,IDN,Brand D,Mi Goreng Vegan,Pack,4.3
1839,JPN,Brand E,Bikkuchigekara Big Chige,Bowl,3.8
1840,KOR,Brand F,Udon ,Bowl,4.3
1841,USA,Brand A,Ansungtangmyun (US Version),Pack,3.8
1842,KOR,Brand B,Soba,Pack,4.3
1843,USA,Brand C,Bowl Noodle Savory Tempura Udon,Bowl,3.5
1844,KOR,Brand D,Shin Ramyun Black Onion,Cup,5
1845,USA,Brand E,Bowl Noodle Spicy Kimchi (New),Bowl,3.8
1846,USA,Brand F,Chow Mein (New),Pack,5
1847,USA,Brand G,Naengmyeon Combo,Bowl,3.8
1848,USA,Brand A,Spoon-it Chicken,Pack,3.5
